Team, W/L, 3Point,Opp3Point
ATL,W,0.462,0.3
ATL,W,0.25,0.278
ATL,W,0.367,0.435
ATL,L,0.344,0.409
ATL,L,0.2,0.25
ATL,W,0.4,0.333
ATL,W,0.379,0.262
ATL,W,0.45,0.333
ATL,W,0.406,0.379
ATL,W,0.353,0.304
ATL,W,0.313,0.25
ATL,L,0.25,0.345
ATL,L,0.286,0.37
ATL,L,0.345,0.44
ATL,W,0.25,0.259
ATL,L,0.32,0.294
ATL,L,0.343,0.4
ATL,L,0.241,0.343
ATL,L,0.36,0.476
ATL,L,0.25,0.586
ATL,L,0.25,0.542
ATL,L,0.318,0.323
ATL,W,0.211,0.407
ATL,W,0.353,0.429
ATL,L,0.393,0.441
ATL,W,0.44,0.476
ATL,L,0.385,0.444
ATL,W,0.391,0.286
ATL,L,0.269,0.31
ATL,W,0.32,0.32
ATL,L,0.25,0.484
ATL,W,0.259,0.259
ATL,W,0.308,0.29
ATL,W,0.5,0.333
ATL,W,0.526,0.321
ATL,W,0.391,0.429
ATL,W,0.5,0.25
ATL,W,0.304,0.345
ATL,L,0.367,0.386
ATL,W,0.5,0.316
ATL,W,0.375,0.308
ATL,L,0.24,0.4
ATL,W,0.409,0.25
ATL,W,0.35,0.414
ATL,L,0.31,0.583
ATL,W,0.567,0.296
ATL,L,0.29,0.419
ATL,W,0.323,0.353
ATL,L,0.269,0.375
ATL,W,0.267,0.255
ATL,W,0.357,0.259
ATL,L,0.353,0.385
ATL,W,0.296,0.295
ATL,L,0.367,0.5
ATL,W,0.286,0.381
ATL,L,0.269,0.378
ATL,L,0.3,0.459
ATL,L,0.32,0.296
ATL,W,0.24,0.294
ATL,W,0.476,0.424
ATL,L,0.385,0.543
ATL,L,0.333,0.455
ATL,L,0.464,0.455
ATL,W,0.2,0.333
ATL,W,0.364,0.16
ATL,W,0.5,0.172
ATL,L,0.273,0.471
ATL,L,0.296,0.357
ATL,L,0.269,0.444
ATL,L,0.324,0.4
ATL,L,0.32,0.324
ATL,L,0.364,0.296
ATL,L,0.185,0.273
ATL,W,0.222,0.226
ATL,W,0.5,0.282
ATL,L,0.393,0.4
ATL,L,0.292,0.303
ATL,W,0.478,0.349
ATL,W,0.432,0.25
ATL,W,0.29,0.413
ATL,W,0.259,0.13
ATL,L,0.379,0.417
BOS,W,0.344,0.341
BOS,L,0.348,0.44
BOS,W,0.484,0.281
BOS,W,0.438,0.35
BOS,L,0.344,0.412
BOS,L,0.32,0.478
BOS,L,0.323,0.476
BOS,W,0.407,0.261
BOS,W,0.32,0.222
BOS,L,0.293,0.286
BOS,W,0.333,0.348
BOS,L,0.344,0.321
BOS,W,0.387,0.35
BOS,W,0.316,0.167
BOS,W,0.395,0.323
BOS,L,0.353,0.458
BOS,W,0.407,0.2
BOS,L,0.357,0.45
BOS,W,0.393,0.231
BOS,W,0.308,0.455
BOS,L,0.344,0.316
BOS,W,0.269,0.423
BOS,L,0.405,0.45
BOS,L,0.344,0.143
BOS,L,0.323,0.364
BOS,W,0.321,0.267
BOS,W,0.321,0.375
BOS,W,0.324,0.4
BOS,W,0.256,0.304
BOS,L,0.321,0.423
BOS,W,0.389,0.348
BOS,W,0.387,0.3
BOS,L,0.324,0.368
BOS,W,0.531,0.393
BOS,W,0.548,0.423
BOS,W,0.475,0.321
BOS,W,0.5,0.323
BOS,L,0.333,0.455
BOS,W,0.415,0.385
BOS,W,0.386,0.367
BOS,W,0.385,0.32
BOS,L,0.273,0.4
BOS,L,0.371,0.4
BOS,L,0.303,0.45
BOS,W,0.344,0.323
BOS,W,0.471,0.36
BOS,W,0.341,0.429
BOS,W,0.406,0.111
BOS,W,0.333,0.258
BOS,W,0.371,0.368
BOS,W,0.308,0.345
BOS,L,0.313,0.4
BOS,W,0.333,0.346
BOS,W,0.433,0.258
BOS,W,0.471,0.333
BOS,W,0.464,0.258
BOS,L,0.378,0.24
BOS,L,0.316,0.333
BOS,W,0.343,0.364
BOS,L,0.294,0.24
BOS,W,0.419,0.303
BOS,W,0.303,0.25
BOS,L,0.351,0.2
BOS,L,0.286,0.45
BOS,W,0.345,0.2
BOS,L,0.364,0.387
BOS,W,0.432,0.28
BOS,W,0.394,0.296
BOS,W,0.241,0.314
BOS,L,0.207,0.364
BOS,W,0.303,0.229
BOS,W,0.407,0.393
BOS,W,0.341,0.316
BOS,W,0.333,0.241
BOS,L,0.324,0.364
BOS,W,0.364,0.4
BOS,W,0.324,0.28
BOS,L,0.212,0.306
BOS,L,0.349,0.478
BOS,W,0.436,0.321
BOS,W,0.368,0.258
BOS,W,0.324,0.261
BRK,L,0.341,0.344
BRK,W,0.303,0.292
BRK,L,0.324,0.364
BRK,L,0.161,0.407
BRK,W,0.481,0.36
BRK,L,0.25,0.333
BRK,W,0.364,0.429
BRK,L,0.333,0.333
BRK,W,0.432,0.242
BRK,L,0.303,0.56
BRK,L,0.293,0.321
BRK,L,0.379,0.269
BRK,L,0.286,0.417
BRK,L,0.323,0.395
BRK,L,0.324,0.423
BRK,L,0.4,0.565
BRK,W,0.342,0.325
BRK,L,0.3,0.441
BRK,L,0.268,0.25
BRK,L,0.407,0.412
BRK,W,0.346,0.297
BRK,L,0.259,0.538
BRK,L,0.35,0.395
BRK,W,0.314,0.222
BRK,L,0.407,0.241
BRK,L,0.353,0.429
BRK,L,0.286,0.444
BRK,L,0.371,0.324
BRK,L,0.267,0.229
BRK,W,0.484,0.308
BRK,L,0.406,0.231
BRK,L,0.4,0.5
BRK,L,0.222,0.292
BRK,L,0.447,0.455
BRK,L,0.3,0.273
BRK,L,0.37,0.296
BRK,L,0.345,0.304
BRK,L,0.214,0.344
BRK,L,0.472,0.393
BRK,L,0.341,0.477
BRK,L,0.269,0.526
BRK,W,0.5,0.324
BRK,L,0.415,0.467
BRK,L,0.2,0.409
BRK,L,0.371,0.478
BRK,L,0.485,0.361
BRK,L,0.333,0.45
BRK,L,0.154,0.423
BRK,L,0.2,0.222
BRK,L,0.393,0.4
BRK,L,0.382,0.263
BRK,L,0.333,0.269
BRK,L,0.273,0.36
BRK,L,0.4,0.304
BRK,L,0.324,0.409
BRK,L,0.389,0.467
BRK,L,0.333,0.452
BRK,L,0.286,0.355
BRK,W,0.393,0.5
BRK,L,0.233,0.462
BRK,L,0.467,0.64
BRK,W,0.467,0.4
BRK,L,0.333,0.2
BRK,L,0.29,0.424
BRK,W,0.5,0.348
BRK,L,0.5,0.455
BRK,W,0.313,0.167
BRK,L,0.314,0.241
BRK,L,0.419,0.4
BRK,W,0.345,0.217
BRK,W,0.276,0.28
BRK,L,0.2,0.385
BRK,W,0.273,0.185
BRK,L,0.281,0.303
BRK,L,0.323,0.389
BRK,W,0.258,0.4
BRK,W,0.303,0.292
BRK,W,0.516,0.316
BRK,L,0.367,0.36
BRK,W,0.323,0.458
BRK,L,0.258,0.368
BRK,L,0.091,0.467
CHO,W,0.304,0.188
CHO,W,0.318,0.412
CHO,L,0.281,0.484
CHO,W,0.382,0.316
CHO,W,0.333,0.25
CHO,W,0.375,0.273
CHO,W,0.308,0.235
CHO,L,0.415,0.273
CHO,L,0.379,0.368
CHO,W,0.458,0.429
CHO,W,0.345,0.25
CHO,L,0.349,0.389
CHO,L,0.29,0.462
CHO,L,0.55,0.419
CHO,L,0.276,0.393
CHO,W,0.364,0.375
CHO,W,0.346,0.241
CHO,L,0.333,0.429
CHO,W,0.278,0.29
CHO,L,0.389,0.37
CHO,W,0.167,0.361
CHO,W,0.286,0.148
CHO,W,0.409,0.265
CHO,L,0.37,0.419
CHO,L,0.385,0.472
CHO,L,0.424,0.278
CHO,L,0.267,0.321
CHO,W,0.444,0.385
CHO,W,0.44,0.485
CHO,W,0.278,0.318
CHO,L,0.308,0.484
CHO,W,0.417,0.265
CHO,W,0.192,0.357
CHO,L,0.375,0.452
CHO,L,0.474,0.304
CHO,W,0.375,0.3
CHO,L,0.385,0.357
CHO,L,0.19,0.382
CHO,L,0.442,0.436
CHO,L,0.261,0.368
CHO,L,0.32,0.385
CHO,W,0.423,0.258
CHO,W,0.48,0.233
CHO,W,0.467,0.415
CHO,L,0.25,0.4
CHO,L,0.304,0.393
CHO,L,0.351,0.333
CHO,L,0.324,0.407
CHO,L,0.355,0.355
CHO,L,0.29,0.438
CHO,L,0.394,0.394
CHO,W,0.269,0.333
CHO,L,0.308,0.325
CHO,L,0.351,0.412
CHO,L,0.355,0.364
CHO,L,0.342,0.375
CHO,L,0.233,0.405
CHO,W,0.368,0.393
CHO,L,0.45,0.313
CHO,W,0.41,0.375
CHO,L,0.294,0.368
CHO,W,0.593,0.3
CHO,W,0.355,0.4
CHO,L,0.333,0.415
CHO,W,0.476,0.185
CHO,L,0.283,0.412
CHO,L,0.241,0.35
CHO,L,0.13,0.429
CHO,W,0.375,0.333
CHO,W,0.4,0.324
CHO,W,0.333,0.35
CHO,L,0.263,0.36
CHO,W,0.467,0.375
CHO,L,0.25,0.467
CHO,W,0.5,0.355
CHO,W,0.472,0.485
CHO,W,0.367,0.387
CHO,L,0.353,0.5
CHO,L,0.32,0.525
CHO,L,0.321,0.436
CHO,L,0.278,0.593
CHO,L,0.13,0.259
CHI,W,0.44,0.348
CHI,W,0.429,0.389
CHI,W,0.407,0.161
CHI,L,0.35,0.438
CHI,L,0.348,0.429
CHI,L,0.333,0.462
CHI,W,0.158,0.3
CHI,L,0.333,0.45
CHI,W,0.375,0.448
CHI,W,0.333,0.308
CHI,W,0.35,0.265
CHI,W,0.294,0.2
CHI,L,0.3,0.407
CHI,W,0.364,0.419
CHI,L,0.333,0.455
CHI,W,0.286,0.409
CHI,L,0.19,0.25
CHI,W,0.167,0.385
CHI,L,0.231,0.419
CHI,L,0.304,0.375
CHI,L,0.133,0.381
CHI,W,0.235,0.321
CHI,W,0.125,0.25
CHI,L,0.267,0.286
CHI,L,0.25,0.55
CHI,L,0.238,0.4
CHI,W,0.5,0.13
CHI,L,0.286,0.167
CHI,L,0.318,0.278
CHI,L,0.389,0.5
CHI,W,0.24,0.36
CHI,W,0.231,0.406
CHI,L,0.261,0.368
CHI,L,0.37,0.6
CHI,W,0.304,0.474
CHI,W,0.433,0.32
CHI,W,0.393,0.258
CHI,L,0.368,0.292
CHI,L,0.37,0.5
CHI,L,0.167,0.304
CHI,W,0.4,0.304
CHI,W,0.235,0.344
CHI,L,0.429,0.393
CHI,L,0.25,0.409
CHI,W,0.353,0.346
CHI,W,0.318,0.318
CHI,L,0.296,0.567
CHI,L,0.231,0.375
CHI,W,0.571,0.357
CHI,W,0.4,0.27
CHI,L,0.32,0.372
CHI,W,0.316,0.393
CHI,L,0.167,0.536
CHI,L,0.263,0.421
CHI,L,0.4,0.25
CHI,W,0.412,0.25
CHI,W,0.24,0.378
CHI,W,0.462,0.333
CHI,W,0.5,0.378
CHI,L,0.385,0.433
CHI,W,0.263,0.2
CHI,L,0.353,0.24
CHI,L,0.286,0.286
CHI,L,0.429,0.28
CHI,L,0.231,0.319
CHI,L,0.28,0.432
CHI,W,0.35,0.241
CHI,L,0.393,0.355
CHI,L,0.259,0.385
CHI,W,0.368,0.28
CHI,L,0.378,0.348
CHI,W,0.478,0.35
CHI,L,0.417,0.32
CHI,W,0.476,0.304
CHI,W,0.48,0.37
CHI,W,0.4,0.393
CHI,W,0.5,0.333
CHI,L,0.222,0.261
CHI,W,0.32,0.212
CHI,L,0.458,0.323
CHI,W,0.462,0.185
CHI,W,0.467,0.091
CLE,W,0.371,0.333
CLE,W,0.375,0.25
CLE,W,0.297,0.286
CLE,W,0.5,0.386
CLE,W,0.412,0.344
CLE,W,0.368,0.368
CLE,L,0.262,0.379
CLE,W,0.424,0.2
CLE,W,0.368,0.379
CLE,W,0.394,0.448
CLE,L,0.367,0.357
CLE,W,0.44,0.316
CLE,W,0.583,0.448
CLE,W,0.465,0.229
CLE,W,0.3,0.441
CLE,L,0.359,0.368
CLE,L,0.375,0.419
CLE,L,0.385,0.167
CLE,W,0.438,0.406
CLE,W,0.55,0.355
CLE,W,0.375,0.222
CLE,W,0.419,0.37
CLE,W,0.387,0.182
CLE,L,0.36,0.522
CLE,W,0.455,0.432
CLE,W,0.425,0.259
CLE,W,0.556,0.409
CLE,W,0.229,0.267
CLE,W,0.343,0.3
CLE,L,0.393,0.571
CLE,W,0.368,0.324
CLE,W,0.452,0.375
CLE,W,0.194,0.423
CLE,L,0.32,0.433
CLE,W,0.273,0.3
CLE,W,0.441,0.333
CLE,L,0.29,0.382
CLE,L,0.3,0.333
CLE,W,0.405,0.36
CLE,L,0.265,0.441
CLE,W,0.452,0.211
CLE,L,0.382,0.385
CLE,L,0.405,0.41
CLE,L,0.395,0.355
CLE,W,0.361,0.485
CLE,W,0.276,0.231
CLE,L,0.375,0.281
CLE,W,0.405,0.333
CLE,W,0.4,0.387
CLE,W,0.5,0.414
CLE,W,0.444,0.52
CLE,L,0.476,0.296
CLE,W,0.5,0.324
CLE,W,0.333,0.391
CLE,W,0.462,0.5
CLE,W,0.395,0.308
CLE,L,0.378,0.5
CLE,W,0.357,0.367
CLE,L,0.303,0.419
CLE,W,0.543,0.385
CLE,L,0.407,0.529
CLE,L,0.333,0.457
CLE,L,0.282,0.346
CLE,W,0.385,0.19
CLE,L,0.395,0.356
CLE,W,0.633,0.211
CLE,W,0.273,0.238
CLE,L,0.185,0.308
CLE,W,0.361,0.407
CLE,L,0.405,0.423
CLE,W,0.36,0.263
CLE,L,0.364,0.444
CLE,L,0.154,0.269
CLE,L,0.37,0.48
CLE,W,0.448,0.333
CLE,W,0.419,0.39
CLE,W,0.5,0.333
CLE,W,0.306,0.212
CLE,L,0.25,0.432
CLE,L,0.413,0.29
CLE,L,0.4,0.364
CLE,L,0.27,0.308
DAL,L,0.375,0.526
DAL,L,0.276,0.469
DAL,L,0.355,0.355
DAL,L,0.269,0.48
DAL,L,0.357,0.387
DAL,W,0.237,0.207
DAL,W,0.435,0.385
DAL,L,0.214,0.515
DAL,L,0.185,0.36
DAL,L,0.348,0.333
DAL,L,0.2,0.36
DAL,L,0.464,0.381
DAL,L,0.296,0.4
DAL,L,0.458,0.469
DAL,L,0.229,0.465
DAL,W,0.37,0.25
DAL,L,0.333,0.579
DAL,L,0.29,0.278
DAL,W,0.419,0.231
DAL,L,0.361,0.167
DAL,L,0.333,0.455
DAL,W,0.469,0.56
DAL,L,0.324,0.514
DAL,W,0.462,0.28
DAL,L,0.32,0.294
DAL,L,0.429,0.364
DAL,W,0.394,0.258
DAL,L,0.56,0.52
DAL,W,0.226,0.37
DAL,W,0.241,0.448
DAL,L,0.406,0.48
DAL,L,0.395,0.531
DAL,W,0.452,0.368
DAL,L,0.25,0.333
DAL,W,0.531,0.367
DAL,L,0.31,0.412
DAL,L,0.25,0.5
DAL,L,0.464,0.375
DAL,W,0.441,0.556
DAL,W,0.414,0.238
DAL,W,0.393,0.429
DAL,L,0.389,0.45
DAL,L,0.348,0.348
DAL,W,0.436,0.143
DAL,W,0.231,0.304
DAL,L,0.423,0.409
DAL,W,0.353,0.364
DAL,W,0.281,0.375
DAL,W,0.385,0.273
DAL,W,0.548,0.3
DAL,L,0.308,0.393
DAL,L,0.429,0.393
DAL,W,0.25,0.448
DAL,W,0.486,0.13
DAL,L,0.333,0.471
DAL,L,0.27,0.316
DAL,L,0.242,0.385
DAL,W,0.462,0.208
DAL,W,0.5,0.346
DAL,L,0.424,0.476
DAL,W,0.185,0.321
DAL,W,0.28,0.091
DAL,W,0.548,0.367
DAL,W,0.424,0.29
DAL,L,0.346,0.286
DAL,L,0.28,0.36
DAL,W,0.438,0.4
DAL,L,0.217,0.414
DAL,W,0.4,0.419
DAL,L,0.324,0.433
DAL,W,0.346,0.333
DAL,L,0.25,0.429
DAL,L,0.345,0.261
DAL,L,0.519,0.4
DAL,L,0.353,0.407
DAL,W,0.389,0.353
DAL,L,0.279,0.545
DAL,L,0.355,0.387
DAL,L,0.308,0.321
DAL,L,0.356,0.421
DAL,L,0.3,0.429
DAL,W,0.265,0.32
DEN,W,0.333,0.158
DEN,L,0.261,0.313
DEN,L,0.409,0.25
DEN,W,0.273,0.409
DEN,L,0.28,0.35
DEN,W,0.478,0.32
DEN,L,0.417,0.292
DEN,L,0.361,0.467
DEN,L,0.36,0.222
DEN,L,0.379,0.276
DEN,W,0.471,0.4
DEN,L,0.16,0.348
DEN,W,0.364,0.259
DEN,W,0.455,0.333
DEN,L,0.333,0.308
DEN,L,0.353,0.5
DEN,W,0.448,0.44
DEN,L,0.318,0.375
DEN,L,0.29,0.459
DEN,L,0.542,0.36
DEN,W,0.37,0.355
DEN,L,0.297,0.346
DEN,L,0.219,0.316
DEN,W,0.421,0.407
DEN,L,0.28,0.462
DEN,W,0.484,0.348
DEN,W,0.37,0.348
DEN,W,0.52,0.56
DEN,L,0.282,0.444
DEN,L,0.32,0.32
DEN,W,0.355,0.36
DEN,W,0.357,0.28
DEN,L,0.407,0.485
DEN,L,0.257,0.44
DEN,L,0.474,0.379
DEN,L,0.28,0.5
DEN,L,0.375,0.333
DEN,W,0.469,0.414
DEN,W,0.333,0.32
DEN,W,0.423,0.367
DEN,L,0.323,0.409
DEN,W,0.417,0.313
DEN,L,0.292,0.4
DEN,W,0.385,0.318
DEN,W,0.391,0.417
DEN,W,0.32,0.286
DEN,L,0.556,0.462
DEN,L,0.36,0.467
DEN,W,0.321,0.375
DEN,L,0.385,0.476
DEN,W,0.393,0.308
DEN,L,0.295,0.296
DEN,W,0.5,0.421
DEN,L,0.324,0.5
DEN,W,0.585,0.25
DEN,L,0.324,0.333
DEN,L,0.343,0.5
DEN,W,0.452,0.333
DEN,L,0.324,0.333
DEN,W,0.433,0.385
DEN,W,0.303,0.5
DEN,L,0.3,0.593
DEN,W,0.433,0.375
DEN,L,0.464,0.423
DEN,W,0.387,0.364
DEN,W,0.265,0.348
DEN,W,0.447,0.3
DEN,W,0.536,0.5
DEN,L,0.323,0.208
DEN,L,0.414,0.447
DEN,W,0.423,0.405
DEN,W,0.259,0.542
DEN,L,0.24,0.333
DEN,L,0.3,0.296
DEN,L,0.485,0.472
DEN,W,0.25,0.481
DEN,W,0.433,0.438
DEN,L,0.184,0.294
DEN,W,0.406,0.13
DEN,L,0.324,0.24
DEN,W,0.429,0.3
DEN,W,0.28,0.32
DET,L,0.182,0.167
DET,W,0.368,0.308
DET,W,0.25,0.235
DET,W,0.615,0.318
DET,L,0.36,0.481
DET,W,0.35,0.28
DET,L,0.333,0.52
DET,L,0.409,0.364
DET,L,0.2,0.45
DET,W,0.222,0.36
DET,W,0.313,0.185
DET,L,0.348,0.36
DET,L,0.316,0.44
DET,L,0.35,0.387
DET,L,0.412,0.323
DET,W,0.316,0.269
DET,W,0.474,0.333
DET,L,0.053,0.348
DET,W,0.429,0.333
DET,W,0.45,0.357
DET,W,0.586,0.25
DET,L,0.37,0.304
DET,W,0.381,0.133
DET,L,0.148,0.286
DET,W,0.483,0.188
DET,L,0.263,0.412
DET,W,0.294,0.32
DET,L,0.357,0.48
DET,L,0.333,0.316
DET,L,0.13,0.5
DET,L,0.261,0.4
DET,L,0.345,0.407
DET,W,0.571,0.393
DET,L,0.25,0.5
DET,L,0.29,0.308
DET,W,0.409,0.538
DET,L,0.345,0.563
DET,W,0.357,0.385
DET,W,0.32,0.429
DET,L,0.444,0.565
DET,L,0.214,0.517
DET,L,0.353,0.516
DET,W,0.36,0.231
DET,W,0.4,0.24
DET,W,0.393,0.308
DET,L,0.357,0.429
DET,L,0.333,0.5
DET,L,0.111,0.406
DET,W,0.385,0.238
DET,W,0.423,0.294
DET,L,0.353,0.292
DET,W,0.227,0.179
DET,W,0.25,0.261
DET,L,0.294,0.474
DET,W,0.258,0.5
DET,L,0.333,0.286
DET,W,0.316,0.27
DET,W,0.405,0.233
DET,L,0.364,0.343
DET,W,0.28,0.4
DET,L,0.13,0.36
DET,W,0.435,0.412
DET,W,0.286,0.286
DET,L,0.269,0.478
DET,W,0.346,0.282
DET,W,0.333,0.433
DET,L,0.211,0.633
DET,L,0.231,0.464
DET,L,0.15,0.333
DET,W,0.48,0.273
DET,L,0.217,0.345
DET,L,0.35,0.478
DET,L,0.091,0.462
DET,L,0.391,0.333
DET,L,0.296,0.238
DET,W,0.389,0.323
DET,L,0.233,0.389
DET,L,0.333,0.333
DET,W,0.346,0.314
DET,W,0.5,0.429
DET,L,0.385,0.368
DET,L,0.306,0.52
GSW,L,0.212,0.5
GSW,W,0.321,0.227
GSW,W,0.276,0.348
GSW,W,0.385,0.359
GSW,W,0.467,0.37
GSW,L,0.156,0.267
GSW,W,0.457,0.333
GSW,W,0.515,0.214
GSW,W,0.467,0.361
GSW,W,0.485,0.333
GSW,W,0.361,0.4
GSW,W,0.321,0.344
GSW,W,0.368,0.5
GSW,W,0.361,0.261
GSW,W,0.528,0.4
GSW,W,0.393,0.227
GSW,W,0.5,0.286
GSW,W,0.343,0.241
GSW,L,0.273,0.318
